Area Centroid_1 Centroid_2 Eccentricity Perimeter
401 59.3640897755611 197.254364089776 0.844569315866141 92.246
388 63.8737113402062 120.59793814433 0.677540043584164 110.838
267 92.7303370786517 156.558052434457 0.745068134329273 63.482
225 104.804444444444 135.431111111111 0.689264918117434 57.23
211 109.203791469194 112.132701421801 0.777118042769855 56.006
268 109.242537313433 177.701492537313 0.643178116318396 60.596
139 111.057553956835 223.89928057554 0.639529318782772 53.128
253 125.422924901186 150.600790513834 0.74331981385773 59.81
489 134.139059304703 202.120654396728 0.819745427467967 86.39
235 127.021276595745 244.63829787234 0.789889625428055 60.712
360 132.65 121.108333333333 0.744519077753632 81.114
340 134.885294117647 175.294117647059 0.671874814586298 64.971
246 134.829268292683 223.723577235772 0.726351810382316 57.693
71 133.704225352113 139.957746478873 0.624348386094146 29.301
579 151.153713298791 81.5492227979275 0.735048306084828 107.43
270 146.774074074074 139.081481481481 0.722450221690129 94.239
288 153.75 240.84375 0.41787597104729 59.008
152 157.592105263158 154.822368421053 0.467880910785214 42.625
337 161.80118694362 191.183976261128 0.768207539993842 87.4
456 171.02850877193 128.732456140351 0.686029673197036 85.58
332 170.057228915663 220.722891566265 0.616424835252817 63.78
782 178.355498721228 245.580562659847 0.939575949990923 155.736
424 187.209905660377 109.681603773585 0.725401077278933 92.337
235 184.953191489362 149.544680851064 0.642779291750938 52.987
403 194.836228287841 174.377171215881 0.760279607117461 71.066
367 197.070844686649 268.596730245232 0.481575316828736 70.52
356 199.705056179775 86.6207865168539 0.566322813939178 79.998
310 199.338709677419 195.835483870968 0.768636665441183 62.729
260 209.911538461538 212.742307692308 0.726004502675207 62.953
233 210.545064377682 152.888412017167 0.6731184300998 55.642
425 218.908235294118 243.082352941176 0.887942369888859 89.732
324 212.75 130.543209876543 0.7077970582179 64.268
284 224.848591549296 220.838028169014 0.564657719808825 59.769
376 227.074468085106 104.375 0.36639173846271 66.889
278 230.064748201439 179.471223021583 0.780321540862683 60.604
713 242.591865357644 57.0280504908836 0.737765520557871 106.95
257 242.346303501946 165.194552529183 0.885751508176354 66.625
103 240.553398058252 126.281553398058 0.560455610936453 35.322
367 246.893732970027 210.964577656676 0.524468833133491 76.119
304 253.154605263158 185.128289473684 0.681148259820861 62.283
274 254.401459854015 149.551094890511 0.613398095643671 67.964
373 257.391420911528 118.077747989276 0.600790744801895 68.378
195 271.348717948718 206.512820512821 0.556213046820208 49.092
340 276.864705882353 146.820588235294 0.841058256344237 68.419
