Area Centroid_1 Centroid_2 Eccentricity Perimeter
580 61.348275862069 120.484482758621 0.655139888913029 91.419
135 64.237037037037 290.244444444444 0.946871168086729 101.278
159 59.3396226415094 199.345911949686 0.709541563952921 49.828
195 69.4666666666667 24.4461538461538 0.95555925058912 113.767
342 70.5526315789474 167.535087719298 0.680714331112515 65.169
262 73.1221374045802 190.36641221374 0.901851696632273 64.731
621 91.2222222222222 222.091787439614 0.854580187870072 107.629
339 88.0412979351032 145.657817109145 0.69025154236028 64.309
434 92.13133640553 118.619815668203 0.853221278624662 95.777
419 103.644391408115 166.164677804296 0.580587421550616 70.404
403 107.776674937965 196.09429280397 0.77346677104891 77.988
479 114.534446764092 95.5699373695198 0.817928714688745 86.978
244 116.614754098361 143.77868852459 0.649635631854351 55.816
552 120.481884057971 257.342391304348 0.899572085125905 107.041
556 132.462230215827 74.5665467625899 0.684719614194599 112.492
370 129.683783783784 213.956756756757 0.745245299544755 84.943
343 130.379008746356 173.142857142857 0.658443292294096 64.425
334 129.092814371257 128.790419161677 0.874091840818539 77.856
489 141.496932515337 236.803680981595 0.790088041357223 79.998
466 153.06652360515 151.008583690987 0.346398833532925 78.418
327 151.036697247706 275.798165137615 0.738006302387888 63.896
440 153.022727272727 113.902272727273 0.505577753438621 77.368
453 155.479028697572 196.317880794702 0.69227430302067 75.548
256 158.8671875 58.7109375 0.764120173171932 56.196
223 161.614349775785 176.860986547085 0.583885335812122 73.406
577 169.790294627383 25.1386481802426 0.322637573374676 87.88
191 161.246073298429 248.167539267016 0.785508776214046 50.655
421 173.318289786223 79.3800475059382 0.922790357240416 96.944
237 166.320675105485 92.8481012658228 0.854010753815869 57.321
223 168.354260089686 218.80269058296 0.337483770552257 58.264
256 169.4375 292.1953125 0.846288561466104 58.214
238 175.063025210084 132.945378151261 0.475297056079419 54.021
330 174.033333333333 274.206060606061 0.807401380287816 69.941
220 179.9 166.004545454545 0.838021837690315 53.913
225 183.364444444444 57.4044444444444 0.775231117049699 54.12
290 185.58275862069 239.61724137931 0.774879426987311 61.414
351 189.626780626781 188.128205128205 0.795527568628462 74.184
391 193.537084398977 117.158567774936 0.355810947489677 69.842
478 201.280334728033 217.696652719665 0.82992509965597 92.973
333 196.021021021021 259.930930930931 0.852913329874662 90.584
341 200.043988269795 290.33724340176 0.737307647409437 65.765
184 199.744565217391 53.5815217391304 0.556180387461892 46.735
460 201.365217391304 87.3673913043478 0.757035176122101 77.136
539 210.224489795918 147 0.870229282703949 96.869
789 225.585551330798 265.007604562738 0.845246684600812 124.004
139 220.73381294964 108.611510791367 0.838433847740539 53.335
254 222.484251968504 167.259842519685 0.727525802255244 57.759
412 225.781553398058 195.162621359223 0.706903279353775 74.663
125 221.176 225.08 0.716211020173461 38.39
57 222.19298245614 62.8245614035088 0.705725083675786 29.037
299 227.063545150502 80.4548494983278 0.807264362896145 62.266
272 230.761029411765 118.132352941176 0.864557671832345 61.812
263 240.209125475285 146.722433460076 0.390541135223586 54.79
147 240.204081632653 53.3605442176871 0.645396963553977 43.468
227 244.5859030837 219.837004405286 0.693563197320211 52.648
235 245.83829787234 71.5957446808511 0.748602681686035 53.194
514 252.581712062257 192.334630350195 0.523943980835774 125.443
245 246.30612244898 242.261224489796 0.580706183841288 54.74
386 253.323834196891 120.132124352332 0.905007205273085 87.474
427 262.372365339578 164.391100702576 0.732276940755405 76.715
231 261.251082251082 87.2727272727273 0.648134838583381 52.731
492 269.914634146341 233.743902439024 0.851294022910202 102.459
222 270.333333333333 70.0855855855856 0.70778015624598 52.251
353 276.546742209632 141.592067988669 0.317193129187478 67.46
468 279.886752136752 114.570512820513 0.573385143250024 76.706
283 279.434628975265 210.82332155477 0.693046797703751 86.043
137 284.372262773723 189.70802919708 0.281897819039855 39.887
672 298.157738095238 170.099702380952 0.806733699343476 120.249
159 302.452830188679 148.396226415094 0.635458105578883 43.94
156 305.74358974359 127.75641025641 0.758475318108894 44.361
