Area Centroid_1 Centroid_2 Eccentricity Perimeter
293 58.7337883959044 175.412969283276 0.825958148374274 62.696
133 66.2481203007519 38.8872180451128 0.768395514361083 116.098
502 70.390438247012 144.553784860558 0.90342389845956 100.673
390 68.4205128205128 114.976923076923 0.627655724366763 67.956
276 69.0942028985507 206.29347826087 0.322115994729392 58.685
242 71.603305785124 225.247933884298 0.594812323948408 62.746
290 77.748275862069 181.175862068966 0.878739631753837 74.316
736 107.635869565217 80.0027173913043 0.901017187806958 130.232
393 92.704834605598 210.491094147583 0.777896294579612 71.322
325 93.5138461538462 111.169230769231 0.879655686847041 85.812
255 96.4588235294118 143.043137254902 0.734195023682465 59.537
173 98.0693641618497 161.867052023121 0.677818695868149 46.776
219 106.132420091324 183.315068493151 0.869102636526564 61.522
449 110.122494432071 230.719376391982 0.840413385686768 78.509
344 117.197674418605 147.706395348837 0.890179293261808 75.482
243 111.9670781893 108.094650205761 0.573751155390414 53.475
773 121.349288486417 262.906856403622 0.825596645235035 113.153
432 129.949074074074 170.039351851852 0.824379021724025 78.195
177 120.768361581921 203.327683615819 0.79504779606347 52.549
212 132.811320754717 189.745283018868 0.639996874399638 50.539
400 134.2875 114.26 0.647338222685148 69.114
196 137.285714285714 47.9336734693878 0.885528315236869 53.194
112 133.535714285714 65.5714285714286 0.764297514892348 41.037
503 147.767395626243 231.236580516899 0.80228170444413 83.992
67 141.253731343284 286.522388059701 0.756570121265895 28.491
382 148.612565445026 86.3979057591623 0.59349073760813 67.121
135 147.925925925926 194.348148148148 0.677929413354938 40.987
187 151.96256684492 155.427807486631 0.688583792549246 48.695
290 158.510344827586 262.462068965517 0.821801465544877 80.237
477 163.236897274633 292.494758909853 0.740760877509003 77.161
360 162.894444444444 58.5361111111111 0.830244652105834 69.726
566 163.212014134276 129.925795053004 0.521292139936241 84.844
243 161.954732510288 174.543209876543 0.607212911803165 52.706
346 166.190751445087 205.552023121387 0.82959526765743 68.742
224 165.723214285714 99.4821428571429 0.718971652566579 51.606
472 179.966101694915 40.5762711864407 0.941957557633182 97.067
200 175.675 223.75 0.716613462294883 50.473
268 180.182835820896 272.257462686567 0.856708631573741 61.208
260 177.919230769231 158.696153846154 0.895159300947827 70.876
539 186.519480519481 89.961038961039 0.810971965753397 101.062
310 192.61935483871 190.164516129032 0.675274769708467 65.484
290 191.075862068966 256.689655172414 0.433794498560408 61.911
320 191.546875 231.465625 0.882642314800334 74.043
215 195.627906976744 294.325581395349 0.710147779206857 56.593
413 206.43583535109 149.937046004843 0.749099906284102 87.284
378 211.825396825397 54.5185185185185 0.932809408159379 90.567
266 208.135338345865 181.233082706767 0.676019312708289 57.288
422 211.350710900474 217.21327014218 0.703150051636725 99.259
400 210.315 273.9175 0.695066046812014 71.397
554 212.774368231047 84.2093862815885 0.843433394165796 124.574
100 211.61 38.92 0.756327240021229 39.242
213 213.840375586854 121.605633802817 0.711644861079526 52.044
354 226.64406779661 165.217514124294 0.880816605833757 77.418
364 231.162087912088 103.89010989011 0.738099219772948 95.653
345 233.559420289855 245.501449275362 0.873078885003277 70.966
356 236.306179775281 271.966292134831 0.807454048930732 67.998
276 234.471014492754 132.427536231884 0.783808545744789 59.909
383 241.699738903394 188.031331592689 0.874042068240885 76.599
231 238.662337662338 221.359307359307 0.745884976542768 53.161
522 252.965517241379 57.4961685823755 0.869033357398995 91.683
260 248.130769230769 84.5923076923077 0.681988783886565 58.346
358 257.480446927374 149.106145251397 0.715156120560028 67.518
353 255.484419263456 222.620396600567 0.756320706929591 67.882
248 255.923387096774 263.048387096774 0.764693755493898 57.197
378 268.494708994709 107.822751322751 0.519822878952623 66.964
242 268.169421487603 170.896694214876 0.798391712605785 59.934
300 274.82 79.9133333333333 0.633045349466799 76.607
675 287.620740740741 209.305185185185 0.721530428031625 134.888
386 277.958549222798 237.463730569948 0.788169200865975 72.083
354 280.830508474576 143.567796610169 0.769355947681984 68.353
200 293.055 181.675 0.846916036655825 60
291 293.164948453608 105.230240549828 0.815081978796793 62.953
253 295.723320158103 82.3083003952569 0.895420023163735 61.456
164 294.646341463415 157.993902439024 0.724410361908551 43.989
286 307.297202797203 122.076923076923 0.809128776820335 61.712
408 311.470588235294 151.698529411765 0.914693474577059 84.339
276 311.445652173913 186.079710144928 0.895084224542659 64.59
